Product,Status,Release Date,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),TDP(W),Cache Info,Integrated Graphics
Core i7-880,Discontinued,Q2'10,4,8,45,3.73,3.06,95,8,Intel Smart Cache,N/A
Core i5-680,Discontinued,Q2'10,2,4,32,3.86,3.60,73,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-550,Discontinued,Q2'10,2,4,32,N/A,3.20,73,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-655K,Discontinued,Q2'10,2,4,32,3.46,3.20,73,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-370M,Discontinued,Q3'10,2,4,32,N/A,2.40,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-330UM,Discontinued,Q2'10,2,4,32,N/A,1.20,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-450M,Discontinued,Q2'10,2,4,32,2.66,2.40,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-430UM,Discontinued,Q2'10,2,4,32,1.73,1.20,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-740QM,Discontinued,Q3'10,4,8,45,2.93,1.73,45,6,Intel Smart Cache,N/A
Core i7-660UM,Discontinued,Q2'10,2,4,32,2.40,1.33,18,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-540UM,Discontinued,Q2'10,2,4,32,2.00,1.20,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-580M,Discontinued,Q3'10,2,4,32,3.33,2.66,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-560M,Discontinued,Q3'10,2,4,32,3.20,2.66,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-660LM,Discontinued,Q3'10,2,4,32,3.06,2.26,25,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-680UM,Discontinued,Q3'10,2,4,32,2.53,1.46,18,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-560UM,Discontinued,Q3'10,2,4,32,2.13,1.33,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-640M,Discontinued,Q3'10,2,4,32,3.46,2.80,35,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-660UE,Discontinued,Q1'10,2,4,32,2.40,1.33,18,4,N/A,Intel HD Graphics for Previous Gen Intel Processors
Core i5-470UM,Discontinued,Q4'10,2,4,32,1.86,1.33,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-380UM,Discontinued,Q4'10,2,4,32,N/A,1.33,18,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i7-2720QM,Discontinued,Q1'11,4,8,32,3.30,2.20,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2540M,Discontinued,Q1'11,2,4,32,3.30,2.60,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-560,Discontinued,Q3'10,2,4,32,N/A,3.33,73,4,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-380M,Discontinued,Q3'10,2,4,32,N/A,2.53,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-460M,Discontinued,Q3'10,2,4,32,2.80,2.53,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i5-2300,Discontinued,Q1'11,4,4,32,3.10,2.80,95,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2400,Discontinued,Q1'11,4,4,32,3.40,3.10,95,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2400S,Discontinued,Q1'11,4,4,32,3.30,2.50,65,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2500,Discontinued,Q1'11,4,4,32,3.70,3.30,95,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2500K,Discontinued,Q1'11,4,4,32,3.70,3.30,95,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2500S,Discontinued,Q1'11,4,4,32,3.70,2.70,65,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2500T,Discontinued,Q1'11,4,4,32,3.30,2.30,45,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i7-2600,Discontinued,Q1'11,4,8,32,3.80,3.40,95,8,Intel Smart Cache,Intel HD 2000 Graphics
Core i7-2600K,Discontinued,Q1'11,4,8,32,3.80,3.40,95,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2600S,Discontinued,Q1'11,4,8,32,3.80,2.80,65,8,Intel Smart Cache,Intel HD 2000 Graphics
Core i7-2630QM,Discontinued,Q1'11,4,8,32,2.90,2.00,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2310M,Discontinued,Q1'11,2,4,32,N/A,2.10,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2410M,Discontinued,Q1'11,2,4,32,2.90,2.30,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2820QM,Discontinued,Q1'11,4,8,32,3.40,2.30,45,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2520M,Discontinued,Q1'11,2,4,32,3.20,2.50,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2620M,Discontinued,Q1'11,2,4,32,3.40,2.70,35,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2920XM Extreme Edition,Discontinued,Q1'11,4,8,32,3.50,2.50,55,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-990X Extreme Edition,Discontinued,Q1'11,6,12,32,3.73,3.46,130,12,Intel Smart Cache,N/A
Core i5-480M,Discontinued,Q1'11,2,4,32,2.93,2.66,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-390M,Discontinued,Q1'11,2,4,32,N/A,2.66,35,3,Intel Smart Cache,Intel HD Graphics for Previous Gen Intel Processors
Core i3-2100,Discontinued,Q1'11,2,4,32,N/A,3.10,65,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2100T,Discontinued,Q1'11,2,4,32,N/A,2.50,35,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2102,Discontinued,Q2'11,2,4,32,N/A,3.10,65,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2120,Discontinued,Q1'11,2,4,32,N/A,3.30,65,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2120T,Discontinued,Q3'11,2,4,32,N/A,2.60,35,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2130,Discontinued,Q3'11,2,4,32,N/A,3.40,65,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2312M,Discontinued,Q2'11,2,4,32,N/A,2.10,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2330E,Discontinued,Q2'11,2,4,32,N/A,2.20,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2330M,Discontinued,Q2'11,2,4,32,N/A,2.20,35,3,L3 Cache,Intel HD 3000 Graphics
Core i3-2350M,Discontinued,Q4'11,2,4,32,N/A,2.30,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2370M,Discontinued,Q1'12,2,4,32,N/A,2.40,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2310,Discontinued,Q2'11,4,4,32,3.20,2.90,95,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2320,Discontinued,Q3'11,4,4,32,3.30,3.00,95,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2390T,Discontinued,Q1'11,2,4,32,3.50,2.70,35,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2430M,Discontinued,Q4'11,2,4,32,3.00,2.40,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2450M,Discontinued,Q1'12,2,4,32,3.10,2.50,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2510E,Discontinued,Q1'11,2,4,32,3.10,2.50,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2635QM,Discontinued,Q1'11,4,8,32,2.90,2.00,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2640M,Discontinued,Q4'11,2,4,32,3.50,2.80,35,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2670QM,Discontinued,Q4'11,4,8,32,3.10,2.20,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2675QM,Discontinued,Q4'11,4,8,32,3.10,2.20,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2710QE,Discontinued,Q1'11,4,8,32,3.00,2.10,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2760QM,Discontinued,Q4'11,4,8,32,3.50,2.40,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2860QM,Discontinued,Q4'11,4,8,32,3.60,2.50,45,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2960XM Extreme Edition,Discontinued,Q4'11,4,8,32,3.70,2.70,55,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2629M,Discontinued,Q1'11,2,4,32,3.00,2.10,25,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2649M,Discontinued,Q1'11,2,4,32,3.20,2.30,25,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2657M,Discontinued,Q1'11,2,4,32,2.70,1.60,17,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2617M,Discontinued,Q1'11,2,4,32,2.60,1.50,17,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2677M,Discontinued,Q2'11,2,4,32,2.90,1.80,17,4,L3 Cache,Intel HD 3000 Graphics
Core i7-2637M,Discontinued,Q2'11,2,4,32,2.80,1.70,17,4,L3 Cache,Intel HD 3000 Graphics
Core i7-2537M,Discontinued,Q1'11,2,4,32,2.30,1.40,17,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2557M,Discontinued,Q2'11,2,4,32,2.70,1.70,17,3,L3 Cache,Intel HD 3000 Graphics
Core i7-2357M,Discontinued,Q2'11,2,4,32,N/A,1.30,17,3,L3 Cache,Intel HD 3000 Graphics
Core i7-2655LE,Discontinued,Q1'11,2,4,32,2.90,2.20,25,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2310E,Discontinued,Q1'11,2,4,32,N/A,2.10,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2715QE,Discontinued,Q1'11,4,8,32,3.00,2.10,45,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2610UE,Discontinued,Q1'11,2,4,32,2.40,1.50,17,4,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2340UE,Discontinued,Q2'11,2,4,32,N/A,1.30,17,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2515E,Discontinued,Q1'11,2,4,32,3.10,2.50,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2377M,Discontinued,Q2'12,2,4,32,N/A,1.50,17,3,Intel Smart Cache,Yes (Name Unknown)
Core i5-2405S,Discontinued,Q2'11,4,4,32,3.30,2.50,65,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2105,Discontinued,Q2'11,2,4,32,N/A,3.10,65,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2467M,Discontinued,Q2'11,2,4,32,2.30,1.60,17,3,L3 Cache,Intel HD 3000 Graphics
Core i7-980,Discontinued,Q2'11,6,12,32,3.60,3.33,130,12,Intel Smart Cache,N/A
Core i3-2125,Discontinued,Q3'11,2,4,32,N/A,3.30,65,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2367M,Discontinued,Q4'11,2,4,32,N/A,1.40,17,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2435M,Discontinued,Q4'11,2,4,32,3.00,2.40,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i7-2700K,Discontinued,Q4'11,4,8,32,3.90,3.50,95,8,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2450P,Discontinued,Q1'12,4,4,32,3.50,3.20,95,6,Intel Smart Cache,Yes (Name Unknown)
Core i5-2380P,Discontinued,Q1'12,4,4,32,3.40,3.10,95,6,Intel Smart Cache,Yes (Name Unknown)
Core i7-3820QM,Discontinued,Q2'12,4,8,22,3.70,2.70,45,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3720QM,Discontinued,Q2'12,4,8,22,3.60,2.60,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3520M,Discontinued,Q2'12,2,4,22,3.60,2.90,35,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3360M,Discontinued,Q2'12,2,4,22,3.50,2.80,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3320M,Discontinued,Q2'12,2,4,22,3.30,2.60,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3667U,Discontinued,Q2'12,2,4,22,3.20,2.00,17,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3610QM,Discontinued,Q2'12,4,8,22,3.30,2.30,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3615QM,Discontinued,Q2'12,4,8,22,3.30,2.30,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3612QM,Discontinued,Q2'12,4,8,22,3.10,2.10,35,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3427U,Discontinued,Q2'12,2,4,22,2.80,1.80,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3330,Discontinued,Q3'12,4,4,22,3.20,3.00,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3330S,Discontinued,Q3'12,4,4,22,3.20,2.70,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3450,Discontinued,Q2'12,4,4,22,3.50,3.10,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3450S,Discontinued,Q2'12,4,4,22,3.50,2.80,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3475S,Discontinued,Q2'12,4,4,22,3.60,2.90,65,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3550,Discontinued,Q2'12,4,4,22,3.70,3.30,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3550S,Launched,Q2'12,4,4,22,3.70,3.00,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3570K,Discontinued,Q2'12,4,4,22,3.80,3.40,77,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3570T,Discontinued,Q2'12,4,4,22,3.30,2.30,45,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i7-3770K,Discontinued,Q2'12,4,8,22,3.90,3.50,77,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3770S,Discontinued,Q2'12,4,8,22,3.90,3.10,65,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3770T,Discontinued,Q2'12,4,8,22,3.70,2.50,45,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-2550K,Discontinued,Q1'12,4,4,32,3.80,3.40,95,6,Intel Smart Cache,Yes (Name Unknown)
Core i3-3240,Discontinued,Q3'12,2,4,22,N/A,3.40,55,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3225,Discontinued,Q3'12,2,4,22,N/A,3.30,55,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3220,Discontinued,Q3'12,2,4,22,N/A,3.30,55,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3220T,Discontinued,Q3'12,2,4,22,N/A,2.80,35,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3217UE,Launched,Q3'12,2,4,22,N/A,1.60,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3217U,Discontinued,Q2'12,2,4,22,N/A,1.80,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3120ME,Launched,Q3'12,2,4,22,N/A,2.40,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3110M,Discontinued,Q2'12,2,4,22,N/A,2.40,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3570S,Discontinued,Q2'12,4,4,22,3.80,3.10,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3570,Discontinued,Q2'12,4,4,22,3.80,3.40,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3470T,Discontinued,Q2'12,2,4,22,3.60,2.90,35,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3610ME,Launched,Q2'12,2,4,22,3.30,2.70,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3317U,Discontinued,Q2'12,2,4,22,2.60,1.70,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3210M,Discontinued,Q2'12,2,4,22,3.10,2.50,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3615QE,Launched,Q2'12,4,8,22,3.30,2.30,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3612QE,Launched,Q2'12,4,8,22,3.10,2.10,35,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3610QE,Launched,Q2'12,4,8,22,3.30,2.30,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3555LE,Launched,Q2'12,2,4,22,3.20,2.50,25,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3517UE,Launched,Q2'12,2,4,22,2.80,1.70,17,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3517U,Discontinued,Q2'12,2,4,22,3.00,1.90,17,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3770,Discontinued,Q2'12,4,8,22,3.90,3.40,77,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3240T,Discontinued,Q3'12,2,4,22,N/A,2.90,35,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3210M,Discontinued,Q2'12,2,4,22,3.10,2.50,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3612QM,Discontinued,Q2'12,4,8,22,3.10,2.10,35,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3470S,Discontinued,Q2'12,4,4,22,3.60,2.90,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3470,Discontinued,Q2'12,4,4,22,3.60,3.20,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-2115C,Launched,Q2'12,2,4,N/A,N/A,2.00,25,3,Intel Smart Cache,N/A
Core i5-3350P,Discontinued,Q3'12,4,4,22,3.30,3.10,69,6,Intel Smart Cache,N/A
Core i3-2365M,Discontinued,Q3'12,2,4,32,N/A,1.40,17,3,Intel Smart Cache,Yes (Name Unknown)
Core i7-3840QM,Discontinued,Q3'12,4,8,22,3.80,2.80,45,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3740QM,Discontinued,Q3'12,4,8,22,3.70,2.70,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-2328M,Discontinued,Q3'12,2,4,32,N/A,2.20,35,3,N/A,Intel HD 3000 Graphics
Core i3-3210,Discontinued,Q1'13,2,4,22,N/A,3.20,55,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i7-3540M,Discontinued,Q1'13,2,4,22,3.70,3.00,35,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3380M,Discontinued,Q1'13,2,4,22,3.60,2.90,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3340M,Discontinued,Q1'13,2,4,22,3.40,2.70,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3687U,Discontinued,Q1'13,2,4,22,3.30,2.10,17,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3437U,Discontinued,Q1'13,2,4,22,2.90,1.90,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3632QM,Discontinued,Q3'12,4,8,22,3.20,2.20,35,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3630QM,Discontinued,Q3'12,4,8,22,3.40,2.40,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3635QM,Discontinued,Q3'12,4,8,22,3.40,2.40,45,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3120M,Discontinued,Q3'12,2,4,22,N/A,2.50,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3632QM,Discontinued,Q3'12,4,8,22,3.20,2.20,35,6,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3229U,Discontinued,Q1'13,2,4,22,N/A,1.40,13,3,N/A,Intel HD 4000 Graphics
Core i5-3339Y,Discontinued,Q1'13,2,4,22,2.00,1.50,13,3,N/A,Intel HD 4000 Graphics
Core i5-3439Y,Discontinued,Q1'13,2,4,22,2.30,1.50,13,3,N/A,Intel HD 4000 Graphics
Core i7-3689Y,Discontinued,Q1'13,2,4,22,2.60,1.50,13,4,N/A,Intel HD 4000 Graphics
Core i7-3537U,Discontinued,Q1'13,2,4,22,3.10,2.00,17,4,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3337U,Discontinued,Q1'13,2,4,22,2.70,1.80,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3230M,Discontinued,Q1'13,2,4,22,3.20,2.60,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3227U,Discontinued,Q1'13,2,4,22,N/A,1.90,17,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-3130M,Discontinued,Q1'13,2,4,22,N/A,2.60,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3230M,Discontinued,Q1'13,2,4,22,3.20,2.60,35,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i3-2375M,Discontinued,Q1'13,2,4,32,N/A,1.50,17,3,Intel Smart Cache,Yes (Name Unknown)
Core i3-2348M,Discontinued,Q1'13,2,4,32,N/A,2.30,35,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-3250,Discontinued,Q2'13,2,4,22,N/A,3.50,55,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3250T,Discontinued,Q2'13,2,4,22,N/A,3.00,35,3,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3245,Discontinued,Q2'13,2,4,22,N/A,3.40,55,3,Intel Smart Cache,Intel HD 4000 Graphics
Core i5-3340,Discontinued,Q3'13,4,4,22,3.30,3.10,77,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i5-3340S,Discontinued,Q3'13,4,4,22,3.30,2.80,65,6,Intel Smart Cache,Intel HD 2500 Graphics
Core i3-3115C,Launched,Q3'13,2,4,22,N/A,2.50,25,4,L3 Cache,N/A
